trade_date,expiry_date,days_to_expiry,stock_price,atm_strike,moneyness,call_bid,call_ask,call_mid,put_bid,put_ask,put_mid,implied_vol,open_interest,volume,call_spread_pct,put_spread_pct,risk_free_rate,liquid,skip_reason
2024-06-12,2024-07-18,36,776.5780029296875,780,0.9956128242688301,28.2,28.65,28.434706958087475,26.5,26.9,26.719286355780127,0.2837507414742874,4635,365,1.5825730177676725,1.4970459714896818,0.067,True,
2024-06-13,2024-07-18,35,779.8340454101562,780,0.9997872377053285,29.4,29.85,29.647137070538008,24.65,25.0,24.817922092369372,0.2829337582482593,5346,514,1.5178531368116237,1.4102711689453404,0.067,True,
2024-06-14,2024-07-18,34,787.80126953125,790,0.997216796875,28.3,28.75,28.51129521773504,25.6,26.0,25.79491372972473,0.2834253444483634,4283,342,1.5783218424958938,1.5506933040797857,0.067,True,
2024-06-18,2024-07-18,30,793.1786499023438,790,1.0040236074713211,29.2,29.6,29.399549031185813,21.7,22.05,21.882444740995993,0.2821150960986126,5193,347,1.3605650874974269,1.5994556556301438,0.067,True,
2024-06-19,2024-07-25,36,817.869873046875,820,0.9974022842035061,31.45,31.95,31.699032856581425,28.2,28.65,28.428284820542103,0.2938035592485886,4471,352,1.5773351895693213,1.582930531478396,0.067,True,
2024-06-20,2024-07-25,35,823.5431518554688,820,1.0043209168969132,33.75,34.3,34.02869593184954,25.05,25.4,25.23421196641891,0.2908518484943048,4928,447,1.6162829192793675,1.3870058651554864,0.067,True,
2024-06-21,2024-07-25,34,821.7671508789062,820,1.0021550620474466,31.75,32.25,32.0057167417425,24.95,25.35,25.136804084933203,0.285513379542824,5320,150,1.5622209120781534,1.5912921891282068,0.067,True,
2024-06-24,2024-07-25,31,825.0478515625,830,0.9940335560993976,25.85,26.2,26.026110773500363,26.05,26.45,26.268630684445725,0.2726163006366289,4560,157,1.3448033132801611,1.5227287817360349,0.067,True,
2024-06-25,2024-07-25,30,844.2631225585938,840,1.0050751459030878,31.1,31.55,31.31279045356996,22.25,22.6,22.436627786380484,0.2774181381749681,5013,278,1.4371124179023622,1.559949219340613,0.067,True,
2024-06-26,2024-08-01,36,839.40380859375,840,0.9992902483258929,31.5,32.0,31.75450315535028,26.6,27.0,26.818090914163577,0.278748526470548,4968,257,1.5745798243288072,1.4915304794822084,0.067,True,
2024-06-27,2024-08-01,35,836.7644653320312,840,0.9961481730143229,29.75,30.2,29.960178065154423,27.6,28.0,27.81629935218666,0.2797837508684808,4544,194,1.5019937432327135,1.4380058070828687,0.067,True,
2024-06-28,2024-08-01,34,830.6718139648438,830,1.0008094144154744,30.55,31.0,30.779856880021384,24.75,25.15,24.944064530226967,0.2755585117204151,4519,327,1.461995102037286,1.6035878976951916,0.067,True,
2024-07-01,2024-08-01,31,841.2291259765625,840,1.0014632452101935,29.65,30.1,29.889036200883368,23.7,24.05,23.893539185398023,0.2749122881559021,5485,478,1.505568787750684,1.4648311298055656,0.067,True,
2024-07-02,2024-08-01,30,853.7597045898438,850,1.0044231818704044,31.0,31.5,31.25321164301897,22.65,23.0,22.825549800429428,0.2761914231644931,5934,521,1.5998355807752158,1.5333694174298342,0.067,True,
2024-07-03,2024-08-08,36,872.5310668945312,870,1.0029092722925645,34.35,34.85,34.61477771167591,26.15,26.55,26.35351418229959,0.2786267231601327,4448,252,1.444469770006193,1.5178241400103794,0.067,True,
2024-07-04,2024-08-08,35,852.0578002929688,850,1.0024209415211398,34.2,34.7,34.44784386039265,26.75,27.15,26.946589551000045,0.2916229502920398,4078,114,1.4514696537361185,1.4844179046960462,0.067,True,
2024-07-05,2024-08-08,34,813.0598754882812,810,1.0037776240596066,35.85,36.4,36.127178015267134,27.8,28.25,28.02775735613039,0.3241195973598678,5564,482,1.5223995623670643,1.6055512193934869,0.067,True,
2024-07-08,2024-08-08,31,806.7698974609375,810,0.9960122190875772,30.75,31.2,30.96853670624938,29.4,29.8,29.60249574349348,0.3232205484110533,5752,394,1.4530877072702963,1.3512374208783418,0.067,True,
2024-07-09,2024-08-08,30,807.3372192382812,810,0.9967126163435571,30.45,30.9,30.681507867711275,28.7,29.1,28.895999953284047,0.3229867537007336,5029,341,1.4666815005972116,1.3842746423265475,0.067,True,
2024-07-10,2024-08-15,36,802.2066040039062,800,1.0027582550048828,36.0,36.55,36.27004840984614,28.6,29.0,28.79429807504789,0.3239630277262113,4730,394,1.5164027182568909,1.3891639204312616,0.067,True,
2024-07-11,2024-08-15,35,800.1345825195312,800,1.000168228149414,34.0,34.5,34.25721798820973,28.8,29.2,28.99938462969135,0.3204544321185403,4431,338,1.459546423682403,1.3793396139532357,0.067,True,
2024-07-12,2024-08-15,34,800.5292358398438,800,1.0006615447998046,33.7,34.2,33.94563783133833,28.25,28.65,28.43907342768659,0.3204485349385736,4377,267,1.4729433056591563,1.406515585035138,0.067,True,
2024-07-15,2024-08-15,31,800.2332763671875,800,1.0002915954589844,31.85,32.3,32.070573017624724,27.1,27.5,27.29789566098691,0.3194655635826379,4351,398,1.403155471380862,1.4653144145893378,0.067,True,
2024-07-16,2024-08-15,30,799.073974609375,800,0.9988424682617187,29.9,30.35,30.132748745533775,26.45,26.85,26.665402604162807,0.3111464745043676,5611,553,1.4933918037155542,1.5000711068864832,0.067,True,
2024-07-18,2024-08-22,35,796.6319580078125,800,0.9957899475097656,25.85,26.25,26.042438755698868,24.1,24.45,24.287229908899292,0.2559546487736232,5604,515,1.5359544616859917,1.4410865352402802,0.067,True,
2024-07-19,2024-08-22,34,792.9320068359375,790,1.0037114010581487,25.35,25.75,25.5537636239751,17.55,17.85,17.706644831277345,0.2228177403071024,5562,420,1.5653271505756194,1.6942791977736806,0.067,True,
2024-07-22,2024-08-22,31,810.3218994140625,810,1.0003974066840278,24.0,24.35,24.186374105889,19.1,19.4,19.26833119000804,0.2304237358578806,4626,140,1.447095784046365,1.556958913782673,0.067,True,
2024-07-23,2024-08-22,30,798.407958984375,800,0.9980099487304688,22.6,22.95,22.781901291231293,19.85,20.15,19.98057077486044,0.2342793404293723,5041,341,1.5363072446227837,1.5014586088674569,0.067,True,
2024-07-24,2024-08-29,36,791.3286743164062,790,1.0016818662232991,26.4,26.8,26.57989365671716,19.9,20.2,20.047937338555073,0.2346954138025734,4813,289,1.5048969163159756,1.496413296459469,0.067,True,
2024-07-25,2024-08-29,35,797.5199584960938,800,0.9968999481201172,24.3,24.7,24.506352705262373,21.7,22.05,21.863143370181547,0.2355213478329826,5618,527,1.632229833671269,1.600867698088443,0.067,True,
2024-07-26,2024-08-29,34,798.2846069335938,800,0.9978557586669922,24.3,24.65,24.46482192743696,21.05,21.35,21.20288643003528,0.2350679973208716,4653,222,1.4306255775664474,1.4149016974171549,0.067,True,
2024-07-29,2024-08-29,31,791.822021484375,790,1.0023063563093355,24.75,25.15,24.95987406637323,18.5,18.8,18.655194104915836,0.2362873659973481,4673,272,1.6025721882102435,1.608131217037016,0.067,True,
2024-07-30,2024-08-29,30,797.001953125,800,0.99625244140625,21.95,22.3,22.12432679166892,20.55,20.9,20.729002134672953,0.2352269221420093,5998,252,1.581969039310143,1.688455612701976,0.067,True,
2024-07-31,2024-09-05,36,797.1005859375,800,0.996375732421875,24.4,24.75,24.576943866518036,22.05,22.35,22.207211598126037,0.2344391685384857,4045,274,1.4240989518506315,1.350912511795566,0.067,True,
2024-08-01,2024-09-05,35,808.471923828125,810,0.9981134862075617,23.65,24.0,23.82134029887419,20.0,20.3,20.162124996274713,0.220244997918732,5470,426,1.4692708118381677,1.4879383996251918,0.067,True,
2024-08-02,2024-09-05,34,818.5111694335938,820,0.9981843529677973,23.8,24.15,23.960973973592843,20.2,20.5,20.348042762096043,0.2223598102908288,4562,282,1.460708568799121,1.4743432747194494,0.067,True,
2024-08-05,2024-09-05,31,797.1005859375,800,0.996375732421875,22.4,22.75,22.58653916927142,20.8,21.1,20.94655224232099,0.2350540043506333,4248,284,1.549595524028622,1.4322166079144636,0.067,True,
2024-08-06,2024-09-05,30,789.922607421875,790,0.9999020347112342,23.25,23.6,23.429616298350936,19.0,19.3,19.168554488629866,0.235678317653305,5939,507,1.4938358167847408,1.5650632403082378,0.067,True,
2024-08-07,2024-09-12,36,800.9238891601562,800,1.0011548614501953,25.9,26.3,26.09447275275795,19.75,20.05,19.90143726170976,0.2287891242175209,4437,384,1.5328916732288669,1.5074288155921225,0.067,True,
2024-08-08,2024-09-12,35,810.3958740234375,810,1.0004887333622685,25.8,26.2,26.01400017128049,20.3,20.6,20.43083467336845,0.2317373538767407,5198,141,1.537633571793389,1.4683687905861724,0.067,True,
2024-08-09,2024-09-12,34,814.0958251953125,810,1.0050565743152007,27.55,27.95,27.74374710827192,18.45,18.75,18.60837674210393,0.2322414794675304,5259,397,1.441766313825492,1.6121771617037977,0.067,True,
2024-08-12,2024-09-12,31,818.9798583984375,820,0.9987559248761433,23.75,24.1,23.925618874341012,20.15,20.45,20.29287446171685,0.2322567852375417,4198,237,1.462867070809016,1.4783514310205792,0.067,True,
2024-08-13,2024-09-12,30,790.9092407226562,790,1.0011509376236154,25.0,25.35,25.18087577231836,19.8,20.1,19.933180661816095,0.2491648569863837,4443,335,1.3899437142879705,1.5050282495792515,0.067,True,
2024-08-14,2024-09-19,36,793.1786499023438,790,1.0040236074713211,28.35,28.8,28.5865887112534,20.05,20.35,20.204656807153754,0.2445151369287303,5280,182,1.5741647404849402,1.484806215039403,0.067,True,
2024-08-16,2024-09-19,34,805.1666259765625,810,0.9940328715760031,23.4,23.75,23.5690086192983,23.2,23.55,23.362837471880425,0.2394409113718293,4631,140,1.4850009419294006,1.4981057006507124,0.067,True,
2024-08-19,2024-09-19,31,804.895263671875,800,1.0061190795898438,26.35,26.75,26.532935682289235,16.95,17.25,17.098271020963807,0.2310081593146361,5471,405,1.5075602820195997,1.754563368612987,0.067,True,
2024-08-20,2024-09-19,30,807.9292602539062,810,0.997443531177662,18.4,18.7,18.558898705836157,16.05,16.3,16.181349775783985,0.1879961330153719,5367,464,1.616475227086943,1.5449885421433425,0.067,True,
2024-08-21,2024-09-26,36,802.0586547851562,800,1.0025733184814454,22.5,22.85,22.677346315466536,15.25,15.45,15.349545199418287,0.1878357179715938,5395,381,1.543390461701828,1.3029702014075233,0.067,True,
2024-08-22,2024-09-26,35,804.77197265625,800,1.0059649658203125,23.75,24.15,23.948905549126607,13.95,14.15,14.053682053889531,0.1881065563902237,4022,239,1.6702224624815316,1.4231145918421328,0.067,True,
2024-08-23,2024-09-26,34,801.6885986328125,800,1.0021107482910157,21.6,21.9,21.751864707158404,14.95,15.2,15.085937510538088,0.1875146824193166,5276,150,1.3791921016374702,1.6571724483504306,0.067,True,
2024-08-26,2024-09-26,31,809.0392456054688,810,0.9988138834635417,19.5,19.8,19.630055094209183,15.85,16.1,15.994665986921971,0.1891881863286691,4819,422,1.528268762162058,1.563021073427942,0.067,True,
2024-08-27,2024-09-26,30,807.9539184570312,810,0.9974739734037423,18.55,18.85,18.68774071038473,16.15,16.4,16.285533577207502,0.1892524994212719,4200,112,1.6053304925902117,1.535104753029945,0.067,True,
2024-08-28,2024-10-03,36,807.6332397460938,810,0.9970780737606095,20.5,20.8,20.632944030009018,17.55,17.8,17.664693623887047,0.1892533622341578,5617,331,1.453985430114452,1.4152523973692812,0.067,True,
2024-08-29,2024-10-03,35,808.3485717773438,810,0.9979611997251158,20.5,20.8,20.66897077654994,17.0,17.25,17.133107524731656,0.1891860228064676,5962,191,1.4514510821233868,1.4591631998989372,0.067,True,
2024-08-30,2024-10-03,34,807.5346069335938,810,0.9969563048562886,19.7,20.0,19.86226891289607,17.15,17.4,17.28811680844683,0.1889545383716419,4195,247,1.5104014617646138,1.4460800026400336,0.067,True,
2024-09-02,2024-10-03,31,802.6258544921875,800,1.0032823181152344,21.25,21.55,21.401636795462537,14.15,14.35,14.236381313824609,0.1893391084704797,5779,300,1.4017619440378744,1.4048513845704884,0.067,True,
2024-09-03,2024-10-03,30,807.756591796875,810,0.9972303602430556,17.55,17.8,17.66712978817702,15.35,15.6,15.462249315156214,0.1793107313759056,4356,243,1.4150572447104677,1.6168410876349544,0.067,True,
2024-09-04,2024-10-10,36,809.951904296875,810,0.9999406225887346,20.2,20.5,20.360489912353785,14.95,15.2,15.073574955450624,0.173934276902911,4279,382,1.4734419519933797,1.6585315742208828,0.067,True,
2024-09-05,2024-10-10,35,811.7525024414062,810,1.0021635832609954,20.7,21.0,20.834863782312652,13.8,14.0,13.895069866431982,0.1716924780459258,5535,251,1.4398942231370853,1.4393594413164033,0.067,True,
2024-09-06,2024-10-10,34,807.5592041015625,810,0.9969866717303241,18.0,18.3,18.140935142713204,15.45,15.65,15.54218587029527,0.1712493973986917,4367,410,1.6537184970891856,1.2868202817098433,0.067,True,
2024-09-09,2024-10-10,31,812.2705688476562,810,1.0028031714168595,19.7,20.0,19.83396808478676,12.85,13.05,12.967255735312108,0.1719603886787181,4379,272,1.512556633738407,1.5423463844810743,0.067,True,
2024-09-10,2024-10-10,30,814.1698608398438,810,1.005147976345486,20.3,20.6,20.42951513702735,11.7,11.9,11.81136562103768,0.1700194688775942,4857,446,1.4684636320921172,1.6932843027378082,0.067,True,
2024-09-11,2024-10-17,36,810.9879150390625,810,1.0012196481963735,20.35,20.7,20.52264414733719,14.1,14.3,14.199718448246529,0.1697266460535137,4120,371,1.7054332642872938,1.408478630959745,0.067,True,
2024-09-12,2024-10-17,35,822.1865234375,820,1.0026664919969512,21.4,21.7,21.552494689474656,14.0,14.2,14.114639142012948,0.1739277731535277,4226,377,1.3919502327798194,1.4169685670864165,0.067,True,
2024-09-13,2024-10-17,34,821.8658447265625,820,1.002275420398247,20.45,20.75,20.593735700471996,13.5,13.75,13.626129196006389,0.1694359196268587,5331,159,1.4567536670538357,1.8347103304529888,0.067,True,
2024-09-16,2024-10-17,31,824.3324584960938,820,1.005283485970846,20.55,20.85,20.709890277811553,11.65,11.8,11.724545767531197,0.1659119241652232,4350,278,1.4485832419953415,1.2793672605671051,0.067,True,
2024-09-17,2024-10-17,30,823.2718505859375,820,1.0039900616901676,17.75,18.0,17.866468634750788,10.0,10.15,10.091412228517411,0.1454244412007777,5633,208,1.399269240669882,1.486412373246571,0.067,True,
2024-09-18,2024-10-24,36,836.0984497070312,840,0.9953552972702753,16.2,16.45,16.30839087933333,14.55,14.8,14.677337524865491,0.1479240959687436,5520,274,1.5329532008998532,1.7033061996187286,0.067,True,
2024-09-19,2024-10-24,35,842.8571166992188,840,1.0034013294038318,19.35,19.6,19.477432869996846,11.15,11.35,11.240902789841527,0.1447862543762629,4408,340,1.2835367045987949,1.7792165250351644,0.067,True,
2024-09-20,2024-10-24,34,858.989013671875,860,0.9988244345021803,17.85,18.1,17.96726045227308,13.55,13.75,13.62761857430462,0.1505235355693203,5739,322,1.3914196917447808,1.4676078502601086,0.067,True,
2024-09-23,2024-10-24,31,868.1651000976562,870,0.9978909196524784,16.85,17.1,16.960172204293656,13.75,13.95,13.858473530610013,0.1524555088991737,5095,508,1.4740416370106768,1.4431603852924184,0.067,True,
2024-09-24,2024-10-24,30,872.2350463867188,870,1.002569018835309,18.75,19.05,18.887344459148892,11.8,11.95,11.87450653138444,0.1522168544005582,5611,424,1.5883651650917123,1.2632103877626162,0.067,True,
2024-09-25,2024-10-31,36,877.686279296875,880,0.9973707719282671,13.2,13.4,13.307623475934122,9.7,9.95,9.825283215077777,0.1046321896204787,5993,540,1.502897946892521,2.544455915696686,0.067,True,
2024-09-26,2024-10-31,35,879.8323364257812,880,0.999809473211115,14.2,14.4,14.283012015401596,8.7,8.95,8.815099666734454,0.1046606291476764,5211,450,1.4002648725936655,2.8360428066789205,0.067,True,
2024-09-27,2024-10-31,34,864.6376953125,860,1.0053926689680233,17.55,17.85,17.707133221256413,7.6,7.85,7.718809702662895,0.115232636699998,5541,387,1.694232466946528,3.238841345107304,0.067,True,
2024-09-30,2024-10-31,31,854.47509765625,850,1.005264820772059,17.15,17.4,17.285845540735863,7.85,8.1,7.987634333194876,0.1221812013685591,4491,383,1.4462700098230623,3.1298378164490352,0.067,True,
2024-10-01,2024-10-31,30,851.5890502929688,850,1.0018694709329043,15.2,15.45,15.327198607928151,8.95,9.2,9.070191062213668,0.1230339824051414,4071,268,1.631087365636959,2.756281519156721,0.067,True,
2024-10-03,2024-11-07,35,829.7838134765625,830,0.9997395343091114,17.35,17.6,17.49353278693212,12.3,12.5,12.394346564920395,0.1448779395342695,5600,322,1.4290995595055165,1.6136389195865912,0.067,True,
2024-10-04,2024-11-07,34,817.771240234375,820,0.9972820002858231,16.45,16.7,16.552446842371182,13.6,13.8,13.679444830093075,0.1516526123089882,4621,291,1.5103507196292367,1.4620476377815126,0.067,True,
2024-10-07,2024-11-07,31,798.1119384765625,800,0.9976399230957032,16.75,17.0,16.88470188196061,14.15,14.35,14.233362415947624,0.1675842346714591,5926,316,1.480630228165868,1.405149353717793,0.067,True,
2024-10-08,2024-11-07,30,814.5152587890625,810,1.0055743935667438,21.0,21.35,21.169445839393916,12.1,12.3,12.205898374185438,0.1759254323186602,5095,191,1.6533262261815636,1.6385520661304709,0.067,True,
2024-10-09,2024-11-14,36,805.6845703125,810,0.9946723090277778,18.4,18.7,18.551639015898783,17.4,17.65,17.532058043370625,0.1788227232095529,5316,198,1.6171077916236951,1.4259592306935818,0.067,True,
2024-10-10,2024-11-14,35,820.114501953125,820,1.0001396365282011,21.45,21.75,21.59918653846057,16.1,16.35,16.23335247537375,0.1861415020022935,5600,196,1.3889411967705636,1.5400392517765749,0.067,True,
2024-10-11,2024-11-14,34,814.4905395507812,810,1.0055438759886188,23.45,23.8,23.624693181334298,14.0,14.2,14.094608459697554,0.1873628388959976,4923,212,1.4815007217809455,1.4189823049848025,0.067,True,
2024-10-14,2024-11-14,31,832.7931518554688,830,1.00336524319936,22.9,23.2,23.04961681542943,15.45,15.65,15.546836433405929,0.1978108446194377,5622,229,1.3015400750574757,1.2864353520196263,0.067,True,
2024-10-15,2024-11-14,30,830.81982421875,830,1.0009877400225904,21.3,21.6,21.462856568585497,15.95,16.2,16.084909385389665,0.1969378226477671,4918,283,1.3977636156740725,1.5542518394730989,0.067,True,
2024-10-16,2024-11-21,36,838.565185546875,840,0.9982918875558036,22.65,23.0,22.839273814758258,18.6,18.9,18.741484620446613,0.1977860390244394,4820,259,1.5324480228169024,1.60072697588057,0.067,True,
2024-10-17,2024-11-21,35,825.4178466796875,830,0.994479333349021,21.0,21.3,21.13570248127712,20.25,20.55,20.40248305614051,0.203783001144999,4664,293,1.4193992381646794,1.4704092593754663,0.067,True,
2024-10-18,2024-11-21,34,829.7098388671875,830,0.9996504082737199,22.9,23.25,23.09059907545168,18.1,18.35,18.21678182331351,0.204165005895986,4804,194,1.515768381999656,1.372360949506759,0.067,True,
2024-10-21,2024-11-21,31,852.8223876953125,850,1.0033204561121323,25.3,25.7,25.500050500049383,17.7,18.0,17.85454925344584,0.2174562465992354,5837,575,1.568624344486,1.6802440416808742,0.067,True,
2024-10-22,2024-11-21,30,845.841796875,850,0.9951079963235294,21.25,21.6,21.43363016539365,20.75,21.1,20.92387603764797,0.219012648476855,4704,300,1.632947836177117,1.6727302311017922,0.067,True,
2024-10-23,2024-11-28,36,856.3251342773438,860,0.9957269003224928,24.55,24.9,24.718826059428693,22.55,22.9,22.729359476375976,0.221301930248883,5071,248,1.4159248467485157,1.539858614862308,0.067,True,
2024-10-24,2024-11-28,35,863.15771484375,860,1.003671761446221,27.85,28.3,28.06793077091413,19.25,19.55,19.40272127525293,0.2213649420827381,5073,358,1.6032532062047102,1.546174867659588,0.067,True,
2024-10-25,2024-11-28,34,860.0744018554688,860,1.0000865137854287,25.5,25.9,25.685773195058175,20.1,20.4,20.26074313349602,0.2191285571242127,5070,301,1.5572823016165105,1.4806959351062643,0.067,True,
2024-10-28,2024-11-28,31,855.5357055664062,860,0.9948089599609375,21.9,22.25,22.07780147814452,21.5,21.8,21.662239848079025,0.2199550520754296,5205,209,1.5853027773008872,1.3848983397097985,0.067,True,
2024-10-29,2024-11-28,30,864.2430419921875,860,1.0049337697583576,26.35,26.75,26.54221316591139,17.45,17.7,17.5762967768282,0.2213880582775095,4046,160,1.5070333340315618,1.4223701566622882,0.067,True,
2024-10-30,2024-12-05,36,855.7330322265625,860,0.9950384095657704,24.5,24.85,24.669732594916184,23.1,23.45,23.272368062644716,0.22374872811865,5295,184,1.418742577177864,1.503929462862849,0.067,True,
2024-10-31,2024-12-05,35,856.2757568359375,860,0.9956694846929506,23.95,24.3,24.111833185196588,22.15,22.5,22.328581697347943,0.219678311549299,4122,339,1.4515694319537813,1.5674976796290303,0.067,True,
2024-11-01,2024-12-05,34,857.0650634765625,860,0.996587283112282,23.8,24.2,24.00415186410703,21.45,21.75,21.58846018145107,0.2186011041098446,4756,413,1.6663783926401134,1.3896313006045815,0.067,True,
2024-11-04,2024-12-05,31,845.6197509765625,850,0.9948467658547794,21.2,21.5,21.355089560034855,20.75,21.05,20.91222503218131,0.2150426975793937,4169,153,1.404817334793285,1.4345675772823698,0.067,True,
2024-11-05,2024-12-05,30,867.2030029296875,870,0.9967850608387213,23.15,23.5,23.34167579344768,21.2,21.5,21.360881322714533,0.2255058319335104,5484,537,1.499463890669971,1.4044364343759053,0.067,True,
2024-11-06,2024-12-12,36,865.9203491210938,870,0.9953107461161997,25.05,25.4,25.22632430021895,23.4,23.75,23.57577854428007,0.225093089898837,5697,459,1.3874395486026478,1.4845745150796643,0.067,True,
2024-11-07,2024-12-12,35,861.62841796875,860,1.0018935092659884,27.35,27.75,27.544817978558513,20.25,20.55,20.40890535789731,0.2246345250929276,5267,132,1.452178773921713,1.4699465490142736,0.067,True,
2024-11-08,2024-12-12,34,865.525634765625,870,0.9948570514547413,24.0,24.35,24.162265876261245,23.05,23.4,23.223786297495053,0.2249593906683354,4745,398,1.4485396435599474,1.5070755281525705,0.067,True,
2024-11-11,2024-12-12,31,871.3717041015625,870,1.0015766713811063,25.3,25.7,25.505430845888895,19.05,19.35,19.19712816829906,0.2200539639206971,4662,230,1.5682934447056116,1.5627337452244654,0.067,True,
2024-11-12,2024-12-12,30,847.6424560546875,850,0.9972264188878677,23.45,23.8,23.632796364006992,21.15,21.5,21.322383056573756,0.2320170179803153,4124,246,1.480992746728251,1.6414675558138203,0.067,True,
2024-11-13,2024-12-19,36,829.463134765625,830,0.9993531744164157,27.2,27.6,27.411626722573317,22.3,22.65,22.481752638647833,0.2400724619243043,4932,313,1.4592348131991906,1.5568181254619864,0.067,True,
2024-11-14,2024-12-19,35,835.087158203125,840,0.994151378813244,23.65,24.0,23.83200293408919,23.2,23.55,23.365431350027677,0.2288535458995785,4556,233,1.468613447925365,1.4979393907041516,0.067,True,
2024-11-18,2024-12-19,31,841.1797485351562,840,1.0014044625418528,24.85,25.25,25.05458348185141,18.95,19.25,19.10846390777232,0.2253137849611843,5198,411,1.5965142676977386,1.5699849106027643,0.067,True,
2024-11-19,2024-12-19,30,859.507080078125,860,0.9994268373001454,23.55,23.9,23.72836796550456,19.35,19.65,19.498413490483813,0.2197671273659159,5885,515,1.475027698950114,1.5385867170496303,0.067,True,
2024-11-21,2024-12-26,35,858.989013671875,860,0.9988244345021803,24.7,25.05,24.885810521524263,20.25,20.55,20.38930219773806,0.2132519860337946,4592,186,1.4064239527070217,1.4713598194315938,0.067,True,
2024-11-22,2024-12-26,34,861.15966796875,860,1.0013484511264534,25.15,25.5,25.32467460185677,18.65,18.95,18.814378427013366,0.209841673478532,5970,149,1.3820513214978876,1.5945251721378464,0.067,True,
2024-11-25,2024-12-26,31,880.8929443359375,880,1.0010147094726562,24.65,25.05,24.853309039304975,18.8,19.1,18.967023614972103,0.213446697484338,5233,397,1.6094436333101991,1.58169255276926,0.067,True,
2024-11-26,2024-12-26,30,880.8683471679688,880,1.000986758145419,24.05,24.4,24.235975413596464,18.4,18.65,18.534919560432115,0.2117796102883961,5420,400,1.4441341601776287,1.34880542202996,0.067,True,
2024-11-27,2025-01-02,36,894.06494140625,890,1.004567349894663,28.15,28.55,28.34393869527844,18.3,18.55,18.4170719959111,0.2068788038987253,4231,133,1.4112364703450142,1.3574361877691752,0.067,True,
2024-11-28,2025-01-02,35,884.6176147460938,880,1.0052472894841975,28.1,28.5,28.291839083356933,17.9,18.15,18.038648414377292,0.2098812491745977,4204,187,1.4138352717950533,1.385913147465878,0.067,True,
2024-11-29,2025-01-02,34,886.04833984375,890,0.9955599324087079,23.15,23.5,23.301171338651727,21.55,21.9,21.715553467665472,0.208772908059707,5017,144,1.5020704105953049,1.6117480059679297,0.067,True,
2024-12-02,2025-01-02,31,890.3156127929688,890,1.0003546211156953,23.45,23.8,23.64408124605245,18.15,18.4,18.278384852320187,0.2020796543326604,5123,140,1.4802858963210357,1.3677357273077986,0.067,True,
2024-12-03,2025-01-02,30,900.9715576171876,900,1.0010795084635418,23.85,24.2,24.01658623069341,17.95,18.25,18.102485640010286,0.2037773344454307,5960,187,1.4573261854871564,1.657230979026095,0.067,True,
